#'chr'	'start'	'end'	'3225_EST_1_log2FC.bw'	'3225_EST_2_log2FC.bw'	'3225_EST_3_log2FC.bw'	'3225_EtOH_1_log2FC.bw'	'3225_EtOH_2_log2FC.bw'	'3225_EtOH_3_log2FC.bw'	'3229_EST_1_log2FC.bw'	'3229_EST_2_log2FC.bw'	'3229_EST_3_log2FC.bw'	'3229_EtOH_1_log2FC.bw'	'3229_EtOH_2_log2FC.bw'	'3229_EtOH_3_log2FC.bw'	'3506_EST_1_log2FC.bw'	'3506_EST_2_log2FC.bw'	'3506_EST_3_log2FC.bw'	'3506_EtOH_1_log2FC.bw'	'3506_EtOH_2_log2FC.bw'	'3506_EtOH_3_log2FC.bw'
XIII	763350	768039	-0.6807490050449481	-0.6517595449778336	-0.641057136964381	-0.6110179740448551	-0.6328616163501304	-0.7163435928042089	-0.45972877435527604	-0.5712754988675434	-0.36569523734053866	-0.5281429968146685	-0.4456099585318367	-0.6547465645369499	-0.3338434647791776	-0.30858194302790554	-0.2876665408231475	-0.6470746195400211	0.2545516725986287	-0.4952544756918529
XIII	768368	768441	-0.6768801514416525	-0.7845277655614565	-0.41224672900487297	-1.2348261728678664	-0.9072133972220224	-1.4875954781493095	-0.6217892700678682	-1.2393031544881323	-0.7802274112832056	-0.9546014209316201	-0.3800216451899646	-1.2100688790621823	-0.43815802833805345	-0.6014334796226188	-0.5294581586367464	-1.2380320519617158	-0.9099189357398307	-0.6873277825851963
XIII	769282	769426	-0.5025620725419786	-0.8059346121218469	-0.5920465282267995	-1.2413920876052644	-0.9591264815794097	-0.9552698449956046	-0.5083719624413384	-0.7156938198539946	-0.49806240532133317	-0.7615847777989175	-0.6300556576914258	-0.7499405278099908	-0.7625989839434624	-0.8863591800133387	-0.826297993461291	-0.8715003265274895	-0.7825608054796854	-0.6442594466110071
XIII	770800	772558	-0.4695911802936332	-0.7070914606456734	-0.38529519383817806	-0.8333123603100392	-0.7985360006694772	-1.0000007635904253	-0.6842078854470801	-0.8989184606332964	-0.5933710328819266	-0.6425382279969998	-0.6359293756495835	-0.8525525939342512	-0.518795343253664	-0.4926389682279376	-0.5232937403777624	-0.7124026016434983	-1.1078568547523333	-0.6740355816039344
XIII	772914	774015	-0.4295934527273291	-0.4522596546349798	-0.3765653222609822	-0.696269609016467	-0.6831776053335967	-0.7424056078281108	-0.5184111438373562	-0.7945079315802274	-0.5808094997388682	-0.4440563939680954	-0.5099282731585455	-0.6184594109316072	-0.8540191950092091	-0.8881871596777254	-0.7299130728199307	-0.6508800357607253	-1.3468342352303238	-0.4813728131563635
XIII	774751	774931	1.2120542155371772	0.9981905539830526	1.1448856433232626	1.022843305269877	0.6905370975534121	0.6951826403538386	0.654065375857883	0.9595430543025335	0.5861953078044786	1.2817169212632709	0.8670554965734482	0.8552081717385186	1.025789818002118	1.0200199084149466	1.321045411295361	1.0649756458070543	0.4211947133143743	0.8283931649393506
XIII	775314	775719	0.814620138509774	0.6985312161916568	0.6921417578355765	0.3262640560997856	0.1620414473686689	0.10881038289011258	0.16136767428598287	0.13207454428260706	0.27401207912115405	0.4694732352907275	0.38567345984004164	0.3746331996682249	0.0959273659741437	0.26732626985620567	0.47383875444485446	0.2677328797917307	-0.23719851317229096	0.22566258489349733
XIII	775945	777190	-0.18808926884907795	-0.21267905857668346	-0.13367775432077278	-0.3164776434381324	-0.404771402849251	-0.5496254639453199	-0.34316944137634525	-0.37050388194471	-0.16908038476384787	-0.20493821274324595	-0.22958829661449753	-0.42048919287072606	-0.13265544554315897	-0.10068406625445109	-0.06186729487645099	-0.3098800559599237	-0.4457047152231975	-0.24699374662345672
XIII	777614	777923	-0.5438201361875318	-0.4376044107486515	-0.5054279398956731	-1.1150418747590198	-1.1779199259952433	-1.1581096957802386	-0.7776784512024482	-1.1035599320837595	-0.8689778376744403	-1.0805394848187764	-0.9201402928451118	-1.1957445053992535	-0.7814919358318292	-1.4457105627723497	-1.1793470749191481	-1.2560363390684899	-1.4358336497279047	-0.9249117569244409
XIII	778000	778567	0.1558389221339419	0.023811542588356733	0.15119822122012075	0.05824456610166626	-0.0692321673902885	0.043529320183674905	0.13785429648411127	0.19481003255019952	0.2833350093276412	0.08624035786489119	0.12044389756688785	0.1694698397654915	0.2991470058548808	0.3430630548921212	0.4104076512801794	-0.05548526235778917	0.7489207518374058	-0.03139962426779341
XIII	778944	779127	0.5042135555887483	0.7464568341364626	0.6314174679459118	0.3080396486924646	0.02306775459663464	0.305353079077691	0.37984103937455216	0.607051415195882	0.5244041224483584	0.2987888222305827	0.34906603839716627	0.3243310157352132	0.8597696221591346	1.1536979075989438	0.8700277206024837	0.1689514553942845	1.351045902309522	0.1424499878385028
XIII	779628	782031	-0.5012620448570078	-0.5369508088850449	-0.41783724508829234	-0.3402117009268073	-0.3921004415004888	-0.40338504879959813	-0.2492892532809	-0.2983453949738978	-0.20378127635839924	-0.3010193199998282	-0.20663089319610914	-0.31138757397321876	0.12742893905179278	0.08510041397609068	0.1327902562311675	-0.34188508434787773	0.7630063453020277	-0.34854876464275436
XIII	782619	784281	-0.18152933209668284	-0.3281059113005009	-0.1415094757338293	-0.13522977296769548	-0.2533167620786835	-0.19447061807526864	-0.13530324599946592	-0.1790578829539238	-0.031704428280052585	0.012800102740992417	-0.06629304718203781	-0.11051875282567618	0.1089677812390379	0.08216712465498567	0.19190784730062013	-0.059084027646967935	0.3638019605377234	-0.13115626355514343
XIII	784620	788883	-0.5251135606875365	-0.6199734768788076	-0.5072065829895149	-0.3076504388773858	-0.42675639282725886	-0.40280967057380435	-0.31500118447110714	-0.3156148990610522	-0.12130923820945708	-0.34783234889312103	-0.266929947270101	-0.38742764352381914	0.022075158772881315	0.05625490668777454	0.11431682645757238	-0.4483362234005088	0.39493424583356646	-0.39713165719213267
XIII	789377	789839	0.4179413964351018	0.513058727728082	0.47391114187188993	0.4204488356875909	0.3811247088434377	0.5828338964160903	0.5129993609535746	0.6832425752759496	0.5218555629511415	0.48669197063941455	0.4377081127135785	0.378498320042829	0.7978204948045474	1.0268050821312578	0.8531021479726871	0.49001201793744964	1.0583018199705974	0.3000675711280856
XIII	790204	793369	-0.42061728119661834	-0.5814735335460017	-0.4346821524030977	-0.5605810461752411	-0.6284789699476101	-0.596578614956583	-0.45470172059479486	-0.5389277840413942	-0.38993484611571494	-0.31894071393668366	-0.3505791191203522	-0.5823467618631902	-0.24715042705596152	-0.3331154676410259	-0.39005151352422873	-0.42119855891283464	-0.429495117314054	-0.4332693392556238
XIII	793725	794667	0.0033797548834685314	-0.17923232671308417	0.08375601564433165	-0.37793683580532195	-0.3970880682048271	-0.5683521747589111	-0.2590591155799331	-0.2646655372247068	-0.21186548170263855	-0.17084431503988373	-0.33594146129178903	-0.47145805991632417	-0.15154961152694282	-0.138153221349048	-0.0941740496143414	-0.459380196259533	-1.2287337316322733	-0.2220504602555763
XIII	794918	795524	0.27962296861331454	0.19956887895518008	0.2931937569438821	-0.25761189334856793	-0.26944451229800487	-0.34849840626858253	-0.13603279531592188	-0.20322017575254533	-0.006301438021581164	0.061778110954234314	-0.16120672281032347	-0.1614326557310501	-0.005435777969486249	0.1419211874405543	0.28875664791258254	-0.25233228859728324	-0.784905989099257	-0.21565680944486812
XIII	795804	796416	0.19758053577803317	0.1325729583797891	0.20727968706804162	-0.09346614990359038	-0.2081048448101368	-0.2009940792532528	-0.0011047457557877677	0.015261292730281557	0.0989341385613859	0.19383111989576052	-0.023868911250743988	-0.055709343252618324	0.48341901886696914	0.44624098804261947	0.35623747784327836	-0.09225126017932019	-0.7304010720034829	-0.11372238888460048
XIII	796539	797925	-0.22918106981514166	-0.37176041609969146	-0.15144523404549382	-0.5284876992434134	-0.5929236383923204	-0.6234107087528894	-0.36900453867678346	-0.5772323002804925	-0.3916913216936296	-0.4105301919781629	-0.4520047872957557	-0.5318759201064942	-0.21116317295580886	-0.3295862250169806	-0.1772117558667842	-0.6892752326498127	-1.097830869724052	-0.5073758126165272
XIII	798517	801379	-0.5033540114749986	-0.695009599949912	-0.4378387281479826	-0.3767334625489391	-0.43415228609102413	-0.5043171631881692	-0.38834193244336956	-0.44026927386523124	-0.3233752439940084	-0.36532331156114195	-0.2801605400216071	-0.436855112514989	-0.34458341042867163	-0.36150792769665985	-0.3483567494433048	-0.5033572127317566	-0.43605573422254007	-0.44106839712810714
XIII	801771	802704	-0.2163113266964306	-0.44156908337326295	0.00663053238123559	-0.24759839196935984	-0.38273089851980424	-0.3420916371790159	-0.25658036177820204	-0.1888375949246324	-0.11250308354695637	-0.22431242606519758	-0.20963499004306774	-0.19398439495254302	0.1292204050005824	0.1551774015763948	0.18674189300782426	-0.39339295895281073	0.12974524492875045	-0.3445389780200946
XIII	802887	804222	-0.4090943961107775	-0.4713208128562134	-0.44948614829488465	-0.47634024770965294	-0.5913432631532798	-0.6466401122929005	-0.3680739456794682	-0.43742865451712737	-0.28483090757877194	-0.37921008394005595	-0.3426236251677467	-0.5710415391886279	-0.16592055135005424	-0.0343649211983556	0.02407084272148902	-0.6583910787786437	0.08934758732827859	-0.5192817267250925
XIII	804455	805091	-0.5761490980784099	-0.3312494253962295	-0.3448887445641764	-0.7248186434308688	-0.7026685505168243	-0.49563999251468377	-0.36880030404284314	-0.31508044639379723	-0.3577780553754771	-0.5933475601598152	-0.3989206551943185	-0.603090042962968	-0.2539834668801266	-0.008651223047724308	-0.2988488899461878	-0.7611030130266393	0.2237180846292268	-0.41711281160326125
XIII	805325	806423	-0.2988802811269986	-0.4075987473211653	-0.3291085088839296	-0.424537006123687	-0.4469494127836384	-0.6053387734950783	-0.34875104251455086	-0.41193794596173505	-0.16591355515633777	-0.26734531531568434	-0.21530302619673516	-0.4328632517156271	0.0712550371396737	0.04068108397537676	0.07476645838367484	-0.4023382103399718	0.12192495121113373	-0.44395905713566014
XIII	806864	807548	0.3934366231076201	0.37107857688825735	0.5047537687926265	0.20078149120710048	0.16384248594094436	0.1335388191872173	0.24064210780531342	0.30400395843020656	0.3814488275009289	0.36865916677712524	0.25302289950045925	0.20284172852485502	0.32246819194297344	0.5167917741015989	0.5303524366596288	0.06052589787725817	0.1478585324092218	0.0812469039744104
XIII	808245	808317	-0.672970921629005	-0.83825148228142	-0.6562525158127149	-0.7487058788537979	-0.7730063084099028	-0.7576117134756513	-0.6586057701044612	-1.183510003818406	-0.41249366601308185	-1.0189210168189473	-0.4563050679862499	-1.3507006963094075	-0.5457710959017277	-0.29594106785953045	-0.3873581948379676	-0.8387930136587884	0.3558421524034606	-0.37506205464402836
XIII	809622	810777	0.19124352694589855	-0.0257800969416961	0.330642290084393	0.23476776990023526	0.1556970322622365	0.16532140946491455	0.28679002196241765	0.3897364994561001	0.4801127383822486	0.5082762832971878	0.2680794044593712	0.22396125760429347	0.30887584153707925	0.32996256076928343	0.3555097756654153	0.24950167986221647	-0.6979695564740664	0.24366276493320216
XIII	810465	810579	0.07095293867352762	-0.04372366318446502	0.17780929986844984	0.08546558902353833	-0.016350645931404933	0.10201984111285001	0.1956687149379337	0.4072230973264627	0.3821587630531244	0.4486946547240542	0.18840371072292328	0.06675481469484798	0.19779094500597894	0.3518558403379039	0.5226638636045289	0.06744240820734647	-1.1913168195046877	0.10602818333070006
XIII	811088	811196	-0.4297695181987904	-0.5620037449730767	-0.18937469508360932	-0.12937500865923035	-0.31323913015701155	-0.2982937428686354	-0.31902916067176396	-0.28282674264024804	-0.17615144375573705	-0.14379705419694935	-0.009231134619632805	-0.255952756162043	0.1323545123277991	0.003897745188118683	-0.028744529930581512	-0.44495729826114794	-1.062993778122796	-0.3466933877379806
XIII	811232	813980	-0.4159333541577213	-0.5391012630781926	-0.40755314209228694	-0.22543103602081752	-0.3272205991689468	-0.4219327748602655	-0.21281826994131053	-0.18401929136620512	-0.07544277784952777	-0.14094967848175302	-0.218363348868563	-0.25592400564376966	0.04151582455878001	0.05604977048987732	0.08892263893303738	-0.25837804320250707	-0.5644884602601872	-0.26917936923375474
XIII	814363	815311	-0.5487612664448058	-0.42573151721733027	-0.40659174735536047	-0.7333664220093675	-0.9045816005030765	-0.9739563464112423	-0.6988657998636303	-0.7980172729693384	-0.5996083267630404	-0.689301464326271	-0.6153822054842857	-0.8727934490276288	-0.7829216311249552	-0.6160143398534396	-0.5069397633085774	-0.8965840716905231	-0.3818389282825124	-0.7847579798114954
XIII	815650	818581	-0.14439854968411653	-0.2756225369481738	-0.03384498685181486	-0.3574761013088272	-0.4211501197170699	-0.39369646400691133	-0.24107962689355794	-0.29262485684530193	-0.13853222786749805	-0.25294882071705577	-0.24768938557030357	-0.40375141426387073	0.12404703636781138	0.043020502254443135	0.21777830572918958	-0.3647359929691602	-0.2999169592725584	-0.35242836792613
XIII	818826	819948	0.7558687046887402	0.6164084366723603	0.7927700447313714	0.43183036619754184	0.17528555368782153	0.2732037979863757	0.4707266378317712	0.5220132211525386	0.5690454618178586	0.7168773857667484	0.33391219970376734	0.45983435283157703	0.8948065759451418	1.0516647373716248	1.1400219735402262	0.21400694864106476	-0.834171873107951	0.32118402054390593
XIII	820255	822454	-0.05445395446246513	-0.3330687463690119	-0.17317201017303432	0.05302821605408284	-0.08733853412357553	-0.10937194324396263	-0.010444065222365037	0.12680487034265536	0.24072361086758226	0.20895581340833164	0.07822162698430872	0.08065895493218117	0.31356040556466597	0.4909204255672626	0.49399728820315747	-0.07518941857913453	-0.5456422554573832	-0.10120263153338986
XIII	822762	824631	-0.4237070257871658	-0.5260592818834234	-0.3704253169927704	-0.3883805558667456	-0.5418681449083927	-0.4650391020705956	-0.2976168474582123	-0.336286327863135	-0.19919832166405907	-0.17901004335343232	-0.24202523091185085	-0.37954674975128333	0.05855764706801961	0.1514589878121055	0.09927496806209646	-0.33048622729371363	-0.37567204641364615	-0.3981865837970731
XIII	824728	826351	-0.5448336158207149	-0.7357194346993776	-0.5135817988449163	-0.5116178490244453	-0.6195481598267053	-0.7350012454880803	-0.548294105899973	-0.6567714577167767	-0.4208980667025531	-0.3711602632895121	-0.3385311656430116	-0.5617072419773554	-0.29287407022160067	-0.2064336088947947	-0.34668002232900025	-0.5933499471390608	-0.8297318845638433	-0.46660680388934217
XIII	827027	831329	-0.4104774263280871	-0.5378315919169377	-0.39554563961933514	-0.9239497796594681	-1.0210869843878896	-1.0648815870617556	-0.7746448713920661	-0.9572059926073367	-0.662351392070286	-0.8253771914930357	-0.6780575095083148	-1.0477589773721663	-0.7482237690939343	-0.8117439043017556	-0.8973080733054075	-0.9416807649524641	-0.37902227199559757	-0.7162113670635534
XIII	832338	833253	-0.22008515644431767	-0.21908390165026723	-0.2164482916264586	-0.5491555199987902	-0.5950226364500535	-0.615195813674093	-0.37773791712815646	-0.3848071995719535	-0.2157452527551703	-0.4287185285619048	-0.38642530571567557	-0.6430749545852994	-0.45793209815937314	-0.48642699172587994	-0.4173136792417432	-0.5825375310645077	-0.22011497841506708	-0.45236694493580387
XIII	833355	835098	-0.21790251837198035	-0.2983935780519736	-0.1847334911887562	-0.2818265018829722	-0.44063738862878626	-0.3408015880923947	-0.19415358926671303	-0.2638576963340422	-0.09781049459027068	-0.0892294799878005	-0.19964535899088426	-0.3280526884793551	0.1631868572530566	0.15626901904194776	0.22196790702850466	-0.3261531496896049	0.11174232648045457	-0.2646615914209643
XIII	835325	836867	-0.6428518131394639	-0.6991546389657699	-0.6342001507409042	-0.5723631846920216	-0.7088684676995383	-0.7675330021038129	-0.49240671867835695	-0.5592733294119631	-0.30782476189690033	-0.48402501919854013	-0.5004333056364542	-0.6893018571628516	-0.4456539371134242	-0.3829811358652845	-0.28824988731923584	-0.6608578661845662	-0.18731199490575628	-0.50701088271407
XIII	837927	838016	-0.6735113363587455	-0.8411785404333908	-0.3687257525626193	-1.0164250282759077	-0.8203886158010932	-1.2854676367191786	-0.6518968008877186	-1.3977785378359677	-0.723033613033509	-1.2055885296189384	-0.553388957227214	-1.3993372903780992	-0.5564693647823976	-0.9296171986654903	-1.099960378046786	-1.2471405455235685	-0.44403299622321396	-0.8112523482086953
XIII	838186	839995	-0.6702227732781351	-0.7683769597754814	-0.5485067752265614	-0.8229531111342924	-0.8749428759364544	-0.9896248898959542	-0.7037138045723759	-0.871435817708753	-0.5768349153650209	-0.8131650406000297	-0.6598032873134181	-0.9918522882422008	-0.5297127031765965	-0.5234608113930462	-0.42993870128117057	-0.8592676104334194	0.7416181320772439	-0.6882606290400259
XIII	840143	841691	-0.300432916665185	-0.2848243777507805	-0.2282894294545324	-0.29911099388155826	-0.3317117880481158	-0.3425496578447578	-0.15163022712527627	-0.22271853236418976	-0.08648202906360307	-0.18334759799546974	-0.21414469889430113	-0.31423919281756235	0.11122415225943239	0.13354840971702756	0.22650895206503166	-0.27585538294580253	-0.10787922738442433	-0.2931261440657214
XIII	841941	842202	-0.05626934838135124	-0.2162237375674919	-0.008372623273581837	-0.6633799877660028	-0.4673123664554508	-0.5687589060186883	-0.31252046507226583	-0.4074686520458181	-0.3310795729673	-0.29899104893692835	-0.24861899416508346	-0.4736850993507952	0.10363724916259905	0.06958811557441379	0.016464957653391406	-0.56127921117905	-0.587552562641458	-0.5178251168066171
XIII	842435	845345	-0.5257669104333595	-0.6140640413638243	-0.41249731534842365	-0.5914904552636687	-0.6090094250502046	-0.6201880697941862	-0.4946160069855628	-0.5947790403136682	-0.42070973260501	-0.48345560822699896	-0.38193524580231236	-0.6752502796985849	-0.2084150353811451	-0.33468028132858146	-0.22667082480548584	-0.6334024054487956	-0.04619734803425897	-0.49255958058170435
XIII	845570	848486	-0.6501768989654562	-0.7279081274616047	-0.5464717341221572	-0.7330143360771105	-0.8266420771228598	-0.769481006800229	-0.615278009589971	-0.6371409783801587	-0.5105712167520091	-0.6591039502898688	-0.46508001280419625	-0.7829029879288745	-0.36398420418894994	-0.32711143912274815	-0.3814561628346908	-0.7834883293170171	-0.44022046806717446	-0.6492101742243407
XIII	848684	849809	-0.37575623950958253	-0.5004976221667395	-0.21517539490593804	-0.34688991063435876	-0.45056474942101377	-0.47251032947964144	-0.3467029568566216	-0.3769211436801487	-0.16820504650539822	-0.3833394458770752	-0.3286112827936808	-0.48250408028496633	-0.09302407608032227	0.10902803853352866	-0.023266448550754125	-0.578653315226237	-0.22840541401439243	-0.437475302473704
XIII	850073	851591	-0.15734758048817732	-0.1839346616243028	-0.05112209907476452	0.05045024849209391	-0.049779340338172974	-0.03750324170737083	0.06376268562120883	0.26713370780542744	0.25229009435425004	0.04277502136582285	0.09065286145694015	-0.010001455481030418	0.6669765122480229	0.6198475117111709	0.7084385478449434	-0.11874568375988286	0.3516565482764062	-0.11371712226013266
XIII	851421	851769	-0.8160389013674068	-0.6682327931639791	-0.6756263679471509	-0.8706127512043921	-0.8159509383398911	-1.0375721904053083	-0.7029910687057451	-0.5913069076236637	-0.42545565894280357	-0.7615607534331837	-0.5996055997993754	-0.9107598693891504	-0.34860538069544167	-0.45500186618374683	-0.4961737969483452	-0.7785207345567902	0.1346580573197069	-0.9913551201765564
XIII	852629	854390	-0.058612932524580906	-0.24714083804250236	-0.050683337598954464	0.029120274208811855	-0.020000937173205436	0.053240760593912535	0.26766494183564715	0.25284959063957796	0.2511133246534186	0.3511923545263898	0.17974016983559157	0.14972667131553924	-0.1332122552943189	-0.14150457761289043	-0.11153253481375908	0.21179827547493066	-0.13028505807705457	0.09334837927280469
XIII	854794	855293	-0.06818815997702803	0.027433420744592058	-0.02982205578941621	-0.04528895452290116	-0.1899590459400284	-0.06984412952947741	0.10098502566078621	0.13439856538313902	0.15086706773432076	-0.015146221390706984	0.006697421728489633	-0.06521952833106857	-0.045715423289664055	0.17667292506995802	0.09802573931241083	-0.021092630173256976	0.12625273468499193	-0.20217062165598593
XIII	855398	856793	-0.6209644142273933	-0.5266792942118901	-0.41640640250670863	-0.7162411439888794	-0.6121708033503597	-0.7757043874434673	-0.4799746822007667	-0.5882974061829215	-0.363892457066471	-0.483437045447288	-0.4858197721144631	-0.6533020433601939	-0.38571272374908555	-0.13038265016343858	-0.345699708726671	-0.6597817613115019	-0.021685855448459638	-0.512456056712776
XIII	856965	858087	-0.3076495608331473	-0.36989753786042834	-0.2689218861109008	-0.3766148279907444	-0.43354643687419925	-0.5436214672265418	-0.34404813083097896	-0.3461142781371527	-0.1753277005146319	-0.2997049375863849	-0.23455776122802083	-0.4975964160314006	0.037891496035291974	-0.022658914710111173	0.006349244049738645	-0.4335850076454421	-0.14462504943105628	-0.43420628421871843
XIII	858208	858568	0.6653437397215102	0.6543168550067477	0.7505061356226602	0.8637635050879584	0.7970937554041544	0.9259607542885675	0.8874395010206434	1.069230751461453	1.0896751509772407	0.9974378861321342	0.793492136531406	0.9145804362826878	1.1678373410966663	1.2260760953691272	1.4885247135162354	0.8644845459196303	0.8498879226048789	0.803022967974345
XIII	858296	858890	0.5323493376324072	0.5058247776545257	0.5278564889021594	0.581221399564133	0.5702805818532051	0.6154075321725724	0.6550189208502721	0.7804147082948525	0.8078561095677643	0.8176065775681827	0.5465256585015191	0.7240988318767613	0.8321692379235419	0.9870545522131102	1.07400665267148	0.528980796184604	-0.20147356087912613	0.4666351414690114
XIII	859214	860891	0.1709386176272525	0.12464979392968976	0.2132805915339475	0.6318378641552773	0.41803868077095585	0.4828978780486005	0.5929845638195531	0.6672724608942804	0.679329617590725	0.9264683739372712	0.5253511959410311	0.5936361510197748	0.9454173388904806	0.995979186929829	1.1258946147502429	0.5048899959366309	-0.4512935691030522	0.438038283497646
XIII	861921	863520	0.3810536111124312	0.3661815091771883	0.4442471285027366	0.1426926109476191	-0.035262335934737384	0.004246766512061444	0.22623502099193432	0.18115239539244832	0.24728649802286973	0.39251524748803673	0.08852629616083094	0.23001341028016684	0.5570008343648285	0.6957136040258736	0.6351145335627467	0.17413103413477474	-0.6675809029864848	0.12197279069780036
XIII	863818	864271	0.25931813153736377	0.12684587253376875	0.2764677583513407	0.022687335888018394	-0.3106258592331909	-0.161249257397178	-0.059304658887665285	0.13997385633439155	0.13083424547123856	-0.043634572408057216	-0.17514406755796857	-0.13396307601044508	0.15005481437868365	0.16461673382891723	0.41854016817694994	-0.20607408293035642	-0.06974413480453408	-0.15787257557410014
XIII	864411	865350	-0.044654805896381225	-0.08666900765781585	0.11829880505197218	-0.1873893424725761	-0.40556636559950526	-0.381152524760229	-0.13547526076198005	-0.1798296351275378	-0.1158989330450186	-0.19825722023574943	-0.1538667944927439	-0.4134967974580515	0.08888620482212185	-0.15261063758557597	0.05317555078175376	-0.3493165349807983	0.4238808942679018	-0.3121883308671661
XIII	865558	867091	0.34591998422526876	0.31350731701922435	0.37458607892312035	0.25220082479310985	0.13356641505134706	0.13076947119138013	0.29932333150099716	0.45349161240763697	0.3707759506781741	0.21394167161812136	0.13966287353111886	0.18628699112700547	0.43093243822581767	0.40189210433860423	0.5944483091997618	0.09183908073402897	0.3220724128541492	0.1449360046601342
XIII	867554	869627	-0.5161370397131625	-0.5912612387826922	-0.48246138275273454	-0.5858874173769327	-0.645444243873195	-0.6874381782119537	-0.5057211857283684	-0.5535829667359576	-0.2343853615817389	-0.4783838010788884	-0.4435976903218896	-0.6064744543350669	-0.198232866828705	-0.1400033676129749	-0.09159561456026112	-0.7558194081793645	-0.8013236272294798	-0.5305986285957229
XIII	870072	872625	-0.31357604823204005	-0.45911056873054074	-0.23216955849482784	-0.19169884645093715	-0.33974942227134597	-0.37860954884590003	-0.18848239701260225	-0.187529357367761	-0.09228515976721102	-0.08802285930028719	-0.14556313720909325	-0.25131393414686765	0.29784777167260856	0.3776057162006556	0.35598800512000806	-0.29778607578031047	-0.06344017704187821	-0.29213808342096526
XIII	873290	874337	0.30232833847759333	0.21735638104514382	0.4690229016949477	0.08651462074906459	0.053616362064365215	0.1282263721840202	0.11745974078788685	0.1702019083451519	0.22969997903508238	0.456311147878482	0.08202437053095646	0.04212462505843373	0.2989140838697738	0.3693020184891727	0.6223427738364583	-0.20146028219002593	-0.8285784781036085	-0.06866033626035382
XIII	874986	878679	-0.48923592080674594	-0.7242672207811934	-0.4228282331903872	-0.4920072668456721	-0.5978042544822786	-0.774462834380682	-0.41782515147756893	-0.5163085257816599	-0.3210967385797942	-0.4114238816678863	-0.38977404473565824	-0.5817634076953353	-0.3899278907507311	-0.39771019298792076	-0.3910282483631571	-0.5031056361504438	-0.1123535862015477	-0.4250891577929557
XIII	878779	879130	1.5471127336181467	1.5029784824773458	1.4774468826772142	1.382906352964222	1.1935160357048709	1.3013322176756683	1.3399864437233688	1.4732702219927754	1.2103254699978734	1.2799702704122604	1.089398537198363	1.3574274075336945	1.0370155562702408	1.0955063469389565	0.9260381850761565	1.269755918687565	2.193437565561713	1.1028855674287192
XIII	879062	880232	1.090751033522125	1.0437305237696721	1.1743647866371352	1.121961485218798	0.9603327251499535	1.1134045451319117	1.0166656024639424	1.1705686282296466	1.1831074654342784	1.1100836599790131	0.8243067800081693	1.1160071248274583	0.6545827065522855	0.8985835389398101	0.9289055336846244	0.8584007979661992	0.11571681242722731	0.8106154456505408
XIII	881158	886516	-0.285525570097322	-0.4604045900492225	-0.23130200463651326	-0.18079660139051823	-0.25066287404523496	-0.28522760066224284	-0.054510999295461424	-0.14115340333235893	0.008240884469044023	-0.17377422314252639	-0.15774669022469345	-0.2872371420837152	-0.3560833496137891	-0.5042453877291336	-0.42820222469442326	-0.20395585628266028	-0.3161955646544795	-0.17858605628673957
XIII	886182	886572	-0.3590782136794848	-0.570980161397885	-0.37216684653208804	-0.5362297835716835	-0.7444750475272153	-0.7297686964426285	-0.6302921451055087	-0.6077912537256877	-0.403463071554135	-0.48561194068346264	-0.45036648875627766	-0.6470178169776232	-0.46312477264648827	-0.3980334621209365	-0.38664201146517047	-0.6349417524283322	-0.8705205577459091	-0.789105193064763
XIII	887002	888682	1.619866708971205	1.5172152510143462	1.647647336834953	2.363696478903294	2.2133977527845476	2.319482461327598	2.227651660726184	2.5399308172294073	2.376552073104041	2.4842912051791233	2.21248718891825	2.4497236891019916	2.4764640841313774	2.5728453400021505	2.740959410511312	2.2631786201113746	2.123728017466409	2.1688463212194895
XIII	887730	887925	1.5957320470076342	1.24971870581309	1.5209533373514812	2.609302581884922	2.1868284665621243	2.529718191195757	2.2791100037403598	2.6334012899643335	2.4983002650432096	2.5319979313092356	2.3389166379586244	2.5780120629530687	2.698911807475946	2.7613392426417422	2.9138389367323656	2.4023243402823424	2.88749307852525	2.312635898590088
XIII	888951	892221	0.4073954581558158	0.2781975807254103	0.456304874996162	0.8493262978795836	0.746098144805395	0.7878377744035984	0.8616969664891561	1.0273006472456345	0.9309647358666867	0.8975106813346211	0.827175773269175	0.8900990793391471	1.131531770426199	1.3080075865345993	1.2646675904591878	0.7187452743979404	0.5570198920596995	0.6607374749672157
XIII	892987	895426	0.4822691084958335	0.338105652639249	0.5230675123567804	1.0818475570320447	0.9357916815645532	1.0434699758832304	0.9691421930200499	1.2451821727017585	1.1429827057860729	1.2124786075484122	1.0304820742041128	1.1260124635847928	1.5956565063964543	1.6108469111844135	1.7990424341136872	1.010372287027657	1.8736443091044912	0.834566932616052
XIII	895715	896669	0.04467162378679032	-0.037320851529919125	0.12867329430530156	-0.02205726270655666	-0.02679001632726417	-0.10380228298015315	-0.025464961138911217	0.15132312748417165	0.20077482966756918	0.07234097486771877	-0.07768407242852936	0.06733833109057925	0.5487008612673238	0.38731961557700195	0.6087062142430112	-0.25826636392865293	-0.9002165425498531	-0.035608608249098506
XIII	896913	897603	0.0703887247391369	-0.02721770811772001	0.09168233335018158	-0.058191882458286014	-0.2167316815386648	-0.24015646704729054	0.032646079754483866	0.13803500161654705	0.039984679291213764	0.15115263282388883	-0.13582663375398388	-0.11869070449601049	0.3777738325319428	0.42321557314499564	0.47816630268442456	-0.13585027359534002	-0.39492526156314905	-0.1319640696351079
